16916,20,0
62493,285,0
30198,758,29
53683,947,108
40185,1273,0
28781,1389,0
24462,1678,23
48399,1807,67
64815,2095,75
18295,2423,-35
12218,2746,11
22760,3048,0
57982,3198,56
27966,3390,27
54894,3694,53
38929,3857,0
32865,4193,0
64243,4595,-68
2315,4619,66
64454,5062,62
55041,5121,0
18633,5577,0
14557,5853,0
61006,5966,59
62615,407,37
7591,6311,105
64747,6635,58
6727,6727,-111
32315,6971,-114
60645,7397,0
6308,7588,0
45688,7800,0
969,8137,0
40891,8379,-18
49294,8590,48
41118,8862,40
21395,9107,-28
6091,9419,-14
32541,9501,0
17665,9729,0
3784,10184,0
28718,1326,28
59240,10344,0
40178,1266,39
60086,10678,58
42252,10764,0
44770,11234,43
22514,11506,21
3067,11771,-2
15757,11917,0
31649,12193,0
10842,12378,10
43765,12789,0
33405,12925,0
44954,13210,43
56657,13393,0
5003,13707,-30
50227,13875,12
19358,14238,18
36529,14513,0
10392,14744,0
58882,14850,57
5129,15113,0
58554,15546,57
58584,15576,0
27444,15668,0
58982,14950,57
51476,15892,0
6796,6796,0
21311,9023,-49
30705,16369,0
28964,16420,0
41003,8747,10
20259,16675,-56
57857,3073,0
63258,16922,61
36374,14358,35
692,17332,0
43121,17521,0
48128,17664,0
34561,17921,0
49213,8509,0
36922,18234,36
59162,10266,57
50552,18552,0
17866,9930,17
18145,18913,0
3884,18988,0
54388,19316,0
42932,19636,0
46919,19783,-47
58892,14860,0
8620,20140,0
38336,20416,0
64357,4965,0
23387,20571,-42
42632,20872,0
15913,21033,0
15679,11839,79
22501,11493,0
37540,21412,0
5527,21655,101
63921,21937,0
62716,508,0
32874,4202,32
64390,4998,62
63101,22141,0
61802,22378,60
19648,22720,0
29031,16487,89
44981,13237,0
28092,3516,0
9448,23016,0
44744,11208,0
61496,23096,0
31453,23517,0
60746,23626,59
12199,2727,-23
62255,23855,-53
21793,24097,0
26544,24496,0
14964,24692,0
41462,25078,40
56089,25113,0
52038,25414,50
47982,25710,46
59484,25948,0
50924,26348,0
6942,26398,6
34998,26806,34
27069,27069,0
51926,27350,50
60645,7397,0
43181,17581,0
10559,27455,79
4664,27704,0
28578,28066,27
59516,25980,0
38912,3840,0
63562,28234,62
64846,2126,63
62938,28634,61
27194,28730,26
28804,1412,0
61703,22279,65
10998,12534,10
6596,29124,0
37721,29273,0
43430,29606,42
22692,2980,0
62971,28667,126
47125,29717,0
52521,29993,0
34646,18006,33
32889,4217,0
13055,30463,-65
65416,30600,0
62869,28565,0
57314,30946,55
12659,31091,92
14052,31460,0
32956,4284,0
49273,8569,0
50352,14000,0
49737,31561,0
15555,31939,48
47475,32115,92
15328,32480,0
34621,17981,0
51365,32677,0
32820,4148,0
48855,215,-75
12224,2752,0
2035,499,-4
60539,7291,30
14595,515,64
13853,31261,0
24143,847,-109
15216,32368,0
8113,1201,0
22640,2928,0
32978,4306,32
39151,4079,59
19520,22592,0
58141,1309,0
63959,21975,117
53040,1584,0
55842,1826,54
585,17225,0
51229,32541,0
64181,2229,0
54879,2399,-105
28210,2610,27
10268,14620,0
15395,31779,8
12884,30292,0
2149,2917,0
53483,3307,58
59606,26070,58
14981,24709,0
36672,3392,0
23197,3741,0
36518,14502,35
13361,3889,0
19810,4194,19
25955,4451,88
62678,470,1
26021,4517,0
29409,4833,0
38111,5087,55
58573,15565,0
56840,5128,0
41306,24922,40
54426,19354,53
3617,10017,0
50652,18652,0
41452,25068,0
20241,16657,0
31723,12267,-6
53747,5619,124
28550,28038,27
23402,20586,22
21205,5845,0
56181,25205,0
57470,6014,56
39933,6397,0
34964,26772,0
24781,6605,0
41747,6675,-60
62564,356,0
58461,15453,0
20858,7034,20
49301,8597,0
40572,7292,0
23840,7456,0
35278,7886,34
62905,28601,0
56650,8010,55
11149,8333,0
38920,3848,0
23430,20614,22
57592,6136,0
3080,8456,0
6677,6677,0
50704,26128,0
51883,27307,-86
62799,28495,83
20188,8924,0
1245,9181,0
12220,2748,0
17602,9410,17
28609,28097,0
42694,20934,41
29826,9602,29
13827,31235,-128
27336,28872,0
53343,3167,23
11533,9741,0
41713,10225,0
33890,10338,33
4894,10526,4
57599,6143,63
3870,18974,3
58622,15614,57
29780,9556,0
62553,345,0
2303,3071,63
51915,27339,-78
6251,10859,26
38107,5083,54
59325,11197,0
61295,11375,-37
26699,11595,18
51188,12020,0
59519,25983,31
7345,12209,0
20325,16741,0
39633,12497,0
1562,12570,1
7580,12956,0
8170,1258,7
62256,23856,0
35823,13295,-5
27790,13454,27
13191,13703,-31
9772,13868,0
7477,12853,0
44455,14247,105
59546,26010,58
49347,8643,48
36539,14523,-82
12453,14501,0
49640,14824,0
28290,2690,27
44817,14865,0
8565,15221,0
16399,15375,3
41934,6862,40
45457,15761,0
33856,10304,0
19498,22570,19
17661,9469,0
63829,21845,0
42034,15922,41
28928,16128,0
30711,16631,-3
8800,16736,0
52335,17007,27
38775,17271,-35
52704,30176,0
24380,17468,0
19602,22674,19
57998,17806,56
2919,18023,-39
8362,18346,8
17884,18652,0
45737,18857,0
47894,18966,46
59667,19219,68
10385,14737,0
52782,19502,51
64416,19872,0
40946,20210,39
16778,20362,16
27159,28695,-123
24324,17412,0
32450,20674,31
9108,20884,0
65305,30489,0
19575,22647,29
11117,8301,0
65170,21138,63
58013,17821,0
61676,21484,0
63510,21526,62
17458,9266,17
54675,21907,100
1713,12721,0
55105,22081,0
65321,30505,0
45278,22494,44
26256,22672,0
64198,2246,62
29441,22785,0
1928,392,0
39425,12289,0
32000,23040,0
28549,28037,0
46295,23511,53
22772,3060,0
58228,1396,0
63525,21541,0
32602,23642,31
46195,23411,28
55849,1833,0
46454,23926,45
7487,12863,79
33879,10327,21
42004,15892,0
8599,15255,101
18641,24273,0
49015,24439,-35
26830,11726,26
34754,24770,33
14668,24908,0
38362,25306,37
38791,17287,-31
4171,25419,18
45975,25751,-27
14623,24863,71
62393,23993,0
64658,26002,63
10963,26323,-76
9058,20834,8
51031,11863,-43
32425,20649,0
45483,15787,106
44611,26435,-112
63664,21680,0
54920,26760,0
7663,13039,123
56480,27040,0
1489,27345,0
28438,27926,27
65449,30633,0
12441,14489,0
58530,15522,16
63570,21586,62
26251,22667,-94
15972,27492,0
35826,13298,34
5491,27763,92
54253,28141,0
49655,14839,125
5868,28396,0
20163,8899,-80
51079,11911,-31
21398,28566,20
32756,23796,0
64196,2244,0
43218,28882,42
21583,29007,19
25086,29438,24
45515,15819,114
12893,29533,0
22914,29826,22
58969,30041,0
20094,8830,19
13730,30370,13
44059,30491,6
28931,16131,64
13533,30941,0
33134,31086,32
28483,27971,-48
1220,9156,0
38174,25118,37
53502,3326,52
43328,31296,0
4970,10602,4
8090,1178,7
2661,31589,0
53903,31887,-93
11025,8209,0
26627,11523,0
18117,32197,0
14505,32425,0
61528,21336,0
20423,16839,-79
26962,32594,26
36392,14376,0
11365,101,0
50882,26306,10
41668,10180,0
30497,16417,0
36216,376,0
5619,27891,124
36983,631,29
59557,26021,0
36663,823,-51
36436,14420,0
37057,705,0
23585,1057,0
58791,1447,105
46666,1610,45
64475,19931,-10
21615,29039,27
41090,1922,40
1771,12779,-70
47513,2201,0
39338,2474,38
1390,27246,1
38772,17268,0
58149,1317,0
7196,12060,0
9123,20899,-24
7491,12867,80
62616,2712,0
15436,2892,0
17491,9299,20
53656,3224,0
26449,3409,0
34935,3703,29
19864,3992,0
51388,4284,0
15155,4403,-52
64775,4615,65
47969,19041,0
16315,5051,-18
1342,27198,1
51185,12017,0
6043,5275,-26
21398,28566,20
3273,5577,0
9370,5786,9
35463,6023,-95
28205,6189,0
2351,6447,75
28999,16199,81
47699,6739,-108
46870,6934,45
22311,7207,-55
22124,7532,0
22427,7323,-26
49344,7872,0
23224,8120,0
5514,27786,5
20504,8216,0
376,8568,0
2014,478,35
38700,17196,0
13098,8746,12
62435,24035,120
48046,19118,46
63464,9192,0
12798,9470,12
51178,12010,49
8627,15283,108
27083,32715,114
47198,9566,46
44021,9973,0
32792,10008,0
43996,9948,0
41126,1958,40
64244,2292,0
37047,695,45
60281,10361,0
52904,10664,0
7768,10840,0
55359,11071,15
3230,5534,3
44813,11277,0
4116,25364,0
65222,11718,63
28083,11955,108
60660,12276,0
39,12327,9
328,8520,0
47868,6908,0
13009,29649,0
22378,7274,21
39304,2440,0
11171,8355,40
8079,1167,35
52879,10639,-93
5123,12547,0
4356,12804,0
45745,13233,0
32952,10168,0
4657,13361,0
24142,13646,23
23319,13847,-59
13607,30247,73
46304,14304,0
17677,14349,0
59691,14635,74
50967,11799,69
7817,10889,0
8545,15201,0
55297,11009,0
52954,10714,51
39720,14888,0
18455,15127,5
30349,15501,0
63270,8998,61
27156,15636,0
20614,8326,20
19372,16044,0
48689,16177,0
49386,7914,48
50584,16536,0
51936,16864,0
34705,17041,0
13653,30293,0
50077,17309,0
54518,17654,53
41482,9994,32
4169,25417,0
36118,278,35
9584,17776,0
18490,15162,18
55420,11132,0
5708,28236,0
23506,14034,22
15391,2847,7
36368,14352,0
38976,17984,0
50406,18406,49
49236,7764,0
65035,11531,-126
30120,18600,0
62551,2647,21
46809,1753,0
21687,29111,45
53839,31823,-109
2098,18738,2
12364,19020,0
45366,15670,26
50437,16389,0
36675,835,-48
55382,11094,54
11846,19270,11
49127,19687,-7
19900,4028,0
20554,8266,20
19219,15891,-60
51483,19739,70
58090,20202,56
39074,18082,38
16060,20412,0
10447,20687,51
54169,20889,0
20634,8346,20
57555,21203,52
61210,21274,59
269,8461,0
33154,21634,32
64487,19943,121
61223,21287,-55
47292,9660,0
21852,21852,0
5281,12705,0
45912,22104,0
32532,22292,0
63067,22619,-106
41683,10195,52
20981,23029,0
33881,23129,0
41785,23353,0
4580,13028,0
41389,23725,0
28572,23964,0
782,24078,0
30273,15425,0
62267,23867,-50
17922,24322,17
63238,8966,61
3308,5612,0
26545,3505,0
44395,24683,90
39120,18128,0
21706,29130,21
7144,25064,0
30244,15396,0
3725,25229,0
54632,25448,0
30574,25710,29
8473,15129,0
12386,19042,12
41114,1946,40
57930,20042,56
15341,4589,0
15598,3054,15
59922,25874,58
18226,26162,17
48162,26402,47
41250,23586,40
1512,27368,0
2546,6642,2
41682,10194,32
322,8514,0
880,24176,0
20891,22939,102
56604,26652,0
40166,27110,39
26791,27303,41
44560,27408,0
38698,17194,48
64127,2175,95
15028,27828,0
38669,17165,0
45637,13125,0
43151,28047,35
9465,5881,0
2498,6594,2
13978,28314,13
16326,5062,15
51442,28658,50
34845,28701,0
63667,29107,44
39370,2506,38
55671,29303,93
64496,19952,0
7767,10839,-107
6283,29579,34
55884,29772,0
61103,30127,-85
10184,30408,0
39543,30583,-99
9555,17747,84
13963,28299,-94
58975,30815,-105
19537,31057,0
6101,31445,0
41421,23757,0
45502,15806,26
29328,31632,0
8149,1237,0
25450,31850,24
58944,30784,0
50666,16618,49
23084,32044,0
36468,14452,0
33645,32365,0
25002,32682,24
53715,211,116
60173,269,0
46354,530,45
4708,13412,0
28208,816,0
58844,1244,0
22173,1437,0
8535,15191,21
42261,1557,0
29687,2039,-3
37799,2215,-23
22566,2342,22
62520,2616,0
4098,25346,53
47999,2687,-33
49660,3068,0
37063,3271,49
41856,23424,0
5417,3369,0
48856,16344,0
10682,3770,10
22370,3938,21
63281,9009,0
62452,24052,0
50532,16484,0
9022,4158,8
59300,4516,0
58660,1060,0
56401,4689,0
8518,15174,18
63066,22618,61
63250,8978,61
48592,5072,0
28771,5219,24
37673,2089,0
60776,5480,0
56438,4726,55
60424,5640,0
39993,26937,0
56004,29892,0
59002,30842,57
33982,23230,33
25498,31898,24
57047,6103,-75
1401,27257,0
15130,4378,57
42960,6352,0
61827,6531,96
32442,6842,31
64304,19760,0
30273,15425,0
38082,7106,37
22404,3972,0
3808,25312,0
16883,7411,124
23111,32071,-111
62417,24017,0
60364,460,0
4542,12990,4
14829,7661,0
44964,7844,0
33924,23172,0
2141,18781,0
19245,15917,0
47168,9536,0
24048,8176,0
1022,24318,0
23075,32035,-120
24888,32568,0
49247,8287,23
4900,8484,0
22656,2432,0
34117,8773,0
55555,29187,64
48947,19507,-52
59533,9101,0
21312,9280,0
21415,9383,-23
813,24109,0
19419,16091,-10
1999,9679,-13
20155,9915,-82
21521,28945,0
13670,10086,13
19289,15961,0
58483,10355,28
41318,23654,40
16151,4887,69
13611,10027,74
21514,28938,62
13499,10683,46
45583,13071,-125
49013,19573,0
64843,10827,82
63485,9213,0
38697,17193,0
59188,4404,0
24593,11025,0
57641,11305,0
36524,14508,0
56980,6036,0
36810,11722,35
6096,31440,0
11070,11838,10
60124,26076,0
37576,12232,0
15096,27896,0
45247,12479,47
32783,12559,3
58390,10262,57
60873,5577,0
23719,12967,41
24385,13121,0
22307,3875,-56
17375,13535,-9
15990,13686,15
20526,13870,20
25904,14128,0
42224,14576,0
9311,5727,23
7862,10934,63
3835,25339,-66
30535,25671,-47
65179,14747,-90
57387,14891,10
63579,29019,22
4946,8530,4
9037,4173,0
61033,30057,0
55543,15351,61
50361,15545,0
6480,15696,0
14042,28378,13
21531,28955,6
39195,2331,6
37511,12167,-95
23696,12944,0
27440,15920,0
28201,809,0
23072,32032,0
7814,10886,63
6552,15768,0
43637,16245,0
35113,16425,0
34890,28746,34
61297,16753,0
45633,13121,0
61431,16887,-3
46032,17104,0
18774,17238,18
62991,22543,-125
28059,17563,102
35229,16541,0
51230,28446,50
14405,17733,0
52242,17938,51
43153,28049,0
2709,18325,0
47963,2651,-42
36943,3151,19
54066,18482,52
10054,18758,9
43051,27947,10
11525,18949,0
17684,19220,0
41681,19665,0
27883,19947,58
56909,5965,0
45772,13260,0
27496,15976,0
46842,20218,45
38734,17230,18
28972,20268,0
59684,20516,0
11384,20856,0
21018,21018,20
2192,18832,0
18384,21456,0
13464,10648,0
31018,21546,30
62958,21998,61
30611,25747,-28
1913,9593,0
18904,17368,0
26773,22165,0
55491,15299,48
21899,22411,98
64413,19869,0
47134,9502,1
23172,32132,0
7262,22622,7
12705,22945,0
7522,23138,7
58815,1215,111
34916,28772,0
3802,25306,3
58008,23448,0
1239,23767,53
63947,24011,114
381,24189,0
60734,5438,59
48769,24449,0
41938,24786,40
38025,7049,0
55099,24891,-50
56691,25203,92
39530,25450,38
59003,30843,-98
6029,31373,0
20920,25784,0
8077,25997,0
42633,26249,0
17443,26403,8
53570,26690,52
22833,26929,0
3782,25286,55
47758,27278,46
22136,27512,0
22427,3995,-26
23867,7995,78
59968,25920,0
62166,27862,60
6972,27964,0
63684,29124,0
46388,28212,0
41942,24790,40
36524,14508,0
9323,5739,26
31114,21642,30
22345,3913,0
46463,28287,95
54671,28559,99
9214,4350,8
7257,22617,0
33150,28798,32
41565,19549,0
26214,29030,25
3595,25099,66
17932,29196,0
34660,29540,0
51961,29945,0
58634,1034,57
57990,23430,56
28848,30128,0
49920,30208,0
18351,21423,-21
53669,26789,0
33996,30668,0
6741,30805,0
64098,31074,62
606,31326,0
27383,31735,-67
63140,22692,0
32228,31972,0
63437,9165,0
29085,20381,0
65080,14648,0
38753,17249,0
16041,13737,0
9041,4177,0
42090,14442,41
46388,28212,0
63650,29090,25
36636,11548,0
21947,22459,110
19833,32121,0
36464,14448,0
8541,32349,0
12712,22952,0
48955,32571,-50
39206,2342,22
15578,218,15
49205,309,0
7731,10803,76
43046,27942,6
60498,594,59
9237,5653,0
47706,27226,46
43973,965,0
42008,14360,0
27460,15940,0
24999,1191,105
51933,29917,0
34070,1302,33
65155,14723,-96
59955,25907,-52
9277,5693,0
20420,1732,0
44860,1852,0
50992,2096,0
10583,2391,85
57751,2711,101
23195,32155,102
27227,31579,-106
42816,2880,0
58219,3179,-38
37606,12262,36
18426,21498,17
21238,21238,20
11983,3535,-77
48394,3594,47
11036,3868,0
30557,25693,0
23453,4253,0
49847,4535,-83
30032,4688,0
48065,2753,0
6957,27949,0
2301,18941,0
7736,10808,0
31260,4892,0
17071,5295,-85
8940,5612,0
9929,5833,0
45563,6139,126
12107,6219,-46
Page Faults Rate, 53.70%,
TLB Hits Rate, 5.40%,
